,count,mean,std,min,25%,50%,75%,max,kurtosis,skew,mito_id,compartment,mito_vx,surface_area,complexityindex,ctr_distance_to_soma,bbox_distance,centroid_y-ctr_y
432,499.0,5630.472484034967,6818.402140701395,0.0,1424.064114192038,2304.803679275092,7638.2308476738835,33979.853810750865,6.414641383680692,2.4562283146510855,2138689,Somatic,158532,2.3075392463203888,11.779899737772414,871.2749279073741,520.7225748899311,False
433,499.0,5858.041661156592,6611.40001125303,0.0,1827.675221134345,2929.2490505247247,7805.754220469472,31595.675906680648,6.201685768013707,2.4008314739887795,2257060,Somatic,159388,1.892390925279772,6.427609896835594,1593.3941759652569,629.034975180236,False
434,499.0,11478.715460724097,6681.351594062695,0.0,8609.374704090918,9887.18569664796,11369.098673659846,42656.06476223516,5.568375058068984,2.1848347375996564,1662826,Basal,163428,1.8106640816265336,5.355362959231409,9484.822612995986,533.4566524095468,True
435,499.0,23288.368009732676,6827.253702393143,0.0,21282.798886536257,22719.575458181436,23887.992226635673,54182.20287142264,1.6128801409379436,0.9995556937076528,880280,Basal,992092,11.089741556508152,33.387858401073785,22475.66437282778,3725.112749971469,False
436,499.0,8478.554875166297,6606.060063197326,0.0,4805.234529996836,6299.476486185182,8449.444740012663,38526.16940470464,6.43520589757574,2.4295633245704584,1896756,Basal,489240,4.823340345294324,11.29608602298342,5632.307164919186,770.7016283880553,True
437,499.0,6015.90907342301,6490.231644360311,0.0,1960.8615929827997,3261.139064805425,7994.626364543802,31346.24253399441,6.1453123131967295,2.3851102092520207,2261748,Somatic,165612,1.8929354721966776,5.958706683398127,2014.867737594704,612.8760070356809,False
438,499.0,10202.443379932474,5598.523008851172,0.0,7262.076567392299,8802.63625285062,10867.396911577718,33586.47675776666,4.808061757076768,1.9776330252969083,2614004,Basal,171036,2.0553722035223263,7.151951440719053,8298.396049839994,813.9219864335894,False
439,499.0,20758.410476633984,6804.332142409081,0.0,18636.519106295593,20079.181482321437,21262.282204381445,51950.72439340957,2.3198171601422386,1.22826921950089,990915,Basal,536080,6.091847092460819,18.954658069766303,19809.06075511911,1926.1422585053265,False
440,499.0,8273.200277862774,5658.2048436103405,0.0,4913.413820873874,6449.948216846396,9149.368832821741,29692.351085759445,5.313441975622142,2.129145336357208,2380680,Basal,447572,5.35799181099388,18.50156648029884,5726.894882918666,1266.216411203077,False
441,499.0,14838.105617935398,4444.318914762588,0.0,12526.270352794993,13877.886762760389,15880.781361298148,31904.8746902413,1.079918847562749,0.8263828754286207,2165030,Basal,1825884,19.463982678518644,53.29383157515562,13549.10196286086,3799.160960001563,False
442,499.0,10851.100568902533,6500.426953901411,0.0,7267.040923449873,8994.868537116037,11167.619351491605,39841.35787093607,5.520340569299451,2.178450360413102,1884852,Basal,869396,9.048216300448807,23.614667188200688,8440.363262324674,1727.47243103906,True
443,499.0,5869.083107574623,6851.604531059099,0.0,1696.5739099950501,2820.376747883162,7298.1053553804995,34569.63264195904,6.546533198198446,2.4831234625952407,2138025,Somatic,184540,2.8209055304229795,15.882277394109966,1509.501904602972,1201.56106794453,True
444,499.0,15047.153885356976,5884.296833213882,0.0,13009.150253776901,14376.884224337344,16033.508364617126,38500.3305959832,2.5737596519892056,1.2978126439050173,2742555,Basal,503204,5.862314184403802,19.171111106835315,14325.410849256645,2028.6046928862213,False
445,499.0,26001.283459690552,7936.072334240766,0.0,24013.017888663384,25335.98936295956,26811.358599196596,58376.4951071919,1.308531459283726,0.8841286124651775,741282,Basal,557180,6.282187489468822,19.242869097833,25267.75755780477,1439.370695825089,True
