,count,mean,std,min,25%,50%,75%,max,kurtosis,skew,mito_id,compartment,mito_vx,surface_area,complexityindex,ctr_distance_to_soma,bbox_distance,centroid_y-ctr_y
0,472.0,6222.298836357287,6918.767470004962,0.0,1703.495448871017,2691.8918518769806,9422.861755945967,35825.790724002174,6.1336735004465055,2.394129676343781,3194146,Somatic,47564,0.8717725242565421,7.056363964268681,1469.4301616613157,245.78242410717647,False
1,472.0,6099.108297253785,6900.095030545116,0.0,1631.0609545461077,2490.3917182581245,9312.102928147817,35316.84566888725,6.109220529016543,2.3893777272903103,3086544,Somatic,36888,0.855636263094149,11.092399721089809,1361.1142494294886,476.38744735771536,False
2,472.0,5880.464672583897,6711.060411632338,0.0,1343.0182333713688,2679.3357696532603,9498.650550708613,34323.48717715029,5.983336463186285,2.3624676562788243,2972521,Axonal,4320152,51.31354388485682,174.43199854614022,1300.90430086152,3164.4026292493186,True
3,472.0,8954.892452398795,5047.132218947485,0.0,5807.745847981971,7233.339309491956,9267.318412912891,30185.83291877168,5.116075957326206,2.0708978908007585,2750858,Basal,629624,7.352957272680015,24.163050498733977,6610.865374517924,1180.0377112618055,True
4,472.0,5981.1017931856095,6864.125818265405,0.0,1559.6484786506405,2307.6963727100865,8898.159709753498,35990.61940283885,6.280792820616901,2.428614341830552,3083142,Somatic,796868,10.344817045789403,42.007211310299176,806.4322662195506,1530.355840972942,True
5,472.0,17065.50319069326,6703.686711142806,0.0,14444.577189180576,15779.498519440454,17041.853265493188,49167.69838013571,3.725139714367609,1.6609432031933606,3726620,Apical,324772,3.7710876557531865,12.250982095906416,15166.01964920262,1389.7640087439306,True
6,472.0,12145.768565833007,5462.1828670728655,0.0,9616.911344032642,10817.28357267808,12725.627710918054,38830.24729511776,4.504172363966896,1.894403572154471,3060434,Apical,1336200,15.920127460809251,54.45338340482649,10164.422315114618,5410.216354269023,True
7,472.0,22487.198376847442,6115.791248380817,0.0,19646.40189744575,21070.796266691963,22935.947274146325,47870.44007526984,1.0189754274858682,0.8009416887727444,3671463,Basal,1073716,12.971961507111548,45.621156129823646,20351.644675553864,3570.1703040611383,False
8,472.0,6001.563036889257,6621.747187977919,0.0,1521.3787212495206,3070.144021728818,9331.921229930329,33781.58533876111,5.998553380376128,2.361978923742145,2977047,Somatic,70116,0.818671462613116,2.6891985835974537,1736.417000607861,280.61361335473373,True
9,472.0,26886.249710985685,6252.529143962346,0.0,25339.18519674251,26635.409464039243,28136.069588857816,45462.09257172397,-0.9238456101711066,0.014932802643735416,1853568,Basal,536340,6.472790630562958,22.715509690535896,26925.334761150138,2107.049358700456,False
10,472.0,5889.338492541055,6851.274985838028,0.0,1272.9253228587938,2331.384033763775,9560.17804420437,34642.923029097874,5.957899567963791,2.3582851407766423,3086081,Somatic,93804,2.042004881002124,23.31609382397821,1113.901252355881,1161.130914238356,False
11,472.0,6067.7650057932615,6619.478787165737,0.0,1710.4804441148203,3124.0433269874447,9219.887167334651,33643.00921439698,6.025871038627827,2.3664979434601086,2976993,Somatic,31880,0.6904130687097112,7.802226749416358,1881.6622970129365,284.17600180170035,False
12,472.0,6009.530236009053,6626.6441907419185,0.0,1513.154748122124,3072.9991885920845,9367.827404486128,33746.97870921188,5.98216485896844,2.3583434230307465,2977004,Somatic,108576,1.7361924100940351,10.696804704471973,1757.575602925803,423.51387226394365,False
13,472.0,7913.875055720544,6308.7255859482,0.0,4206.939737512953,5423.84221976563,9552.295777922443,38206.91063145514,6.33839935239617,2.417223192611812,3186224,Apical,201424,2.2583736276971345,6.840583229344596,4295.1386473547045,706.1225106169609,True
14,472.0,9908.600071297064,5864.389354488211,0.0,6813.302297187727,8146.560188015281,10832.805272986765,38943.68683111551,5.714296052520446,2.237525938845675,3181742,Apical,96924,1.3065606122772149,5.720766345567651,7205.009646072655,418.16264778193664,True
15,472.0,11659.950814097521,5933.388069844732,0.0,8944.779882926545,10121.562184537554,12150.813026496468,40981.570797127824,5.152415550007074,2.0761428046503165,3279927,Apical,796760,9.138882018371504,28.97025706573393,9380.398765510983,1382.0535445488356,True
16,472.0,6046.815265302527,6854.530219791067,0.0,1632.1337238283104,2468.9205106812633,9325.11620788253,34858.87743459333,6.06810279657881,2.3803015083487464,3086047,Somatic,513844,4.969329668362466,11.198478753745643,1402.5533857932112,951.2518068313984,False
