,count,mean,std,min,25%,50%,75%,max,kurtosis,skew,mito_id,compartment,mito_vx,surface_area,complexityindex,ctr_distance_to_soma,bbox_distance,centroid_y-ctr_y
0,691.0,6185.232658991215,7607.444250255709,0.0,1523.7628569926092,2604.1820212880666,7899.05390250867,33606.585440951894,6.155382283680389,2.393094662441104,2312847,Somatic,26292,0.5067134997338409,4.5349067366549205,1323.2460088736334,215.8240023723033,True
1,691.0,6127.545947652635,7667.546421481833,0.0,1509.5173625280793,2407.904483155426,7983.295742736585,33490.890597295256,6.10737483606845,2.3832413333163256,2313163,Somatic,1093240,12.89764809618888,43.25424399210559,1200.3832721260324,2870.4879376161816,True
2,691.0,14560.698474903422,6774.08039362952,0.0,11850.808895258979,13133.41600650798,14341.58324364882,44085.4009055152,4.286261497791205,1.8180136540594758,1602492,Basal,320176,4.245115866713902,17.9812251386271,12150.82976590488,1630.4674176444005,True
3,691.0,16954.011182633454,5241.585195149261,0.0,15599.075991171725,16419.198427450716,17786.017027877475,39339.77793531631,1.5978344398692137,0.991476576157416,2989949,Basal,5257024,51.17160858861651,116.82491433121136,17232.97060869077,10091.011842228709,True
4,691.0,6255.593995986168,8039.540360658266,0.0,1256.8539975986318,1960.1122416841336,8583.167116109937,34908.49002749904,5.987583814580761,2.3592148548618597,2316988,Somatic,685368,8.533203743067652,31.872555188542783,642.2024602880309,1276.101876810782,False
5,691.0,6323.516221731877,7342.146267587144,0.0,1920.6137352535932,3012.778783780847,7704.122751772447,32961.67683841343,6.216224659917598,2.4027607054729145,2313319,Somatic,45600,0.589387504758779,2.3724729561609665,1991.2621625491704,216.0277759918849,True
6,691.0,11344.69241836593,4497.0582248288165,0.0,9418.565791212659,10258.705620106271,11640.858485169218,30434.71217212346,3.27033351612031,1.5235953299554295,2522397,Basal,3525788,35.70866183662897,88.25443088529377,10540.92182875862,8997.328770251757,True
7,691.0,6142.448620233098,7692.9835754828155,0.0,1333.140588511872,2357.694636716129,7821.455701925588,33741.667238001144,6.142728003244319,2.391816653233006,2428358,Somatic,318864,4.912194736651462,28.089494868864094,1561.5300189237478,1493.5330595604505,True
8,691.0,6898.834981732218,7857.880515884797,0.0,1900.1662577429968,3363.717586242936,9157.111340261365,35592.13532509675,6.02223600046349,2.3587759957340566,2440343,Somatic,23880,0.5168257718088649,5.833000630976864,2695.492719337228,192.25243821600807,False
9,691.0,13239.169487464198,5295.785239635874,0.0,11186.19723130553,11985.191696422717,13550.738346094266,36324.57456048178,3.407745978178742,1.5637584301930176,2872218,Basal,3824492,39.35549412555858,100.41458036635888,12594.506619951417,8045.051211769879,True
10,691.0,12331.756165113818,4443.289462687172,0.0,10603.208006058552,11354.796519533056,12768.320375688494,32052.21017340302,2.867655475646912,1.4041452643846788,2645992,Apical,1228040,13.43198759089402,38.71898843599442,11828.485659626933,4582.57493119316,True
11,691.0,6104.286919468846,7935.08633237218,0.0,1265.221407689674,1828.7197707686107,8254.51066221952,34336.793574822914,6.0271705684784855,2.3685268941787925,2317390,Somatic,10320,0.2822108031746502,5.0849851902372025,638.1606380841739,230.9198995322837,True
12,691.0,6363.250581663587,7301.433485039629,0.0,1980.7526577278802,3100.3794929008286,7630.35971881426,33004.62906926845,6.247066340920133,2.4091100990124783,2313155,Somatic,102912,1.405113546792408,6.311468347249285,2064.83728172464,528.0388243301812,True
13,691.0,6520.976716042063,7989.123357992843,0.0,1383.9163607028804,2835.818224075725,8689.655837779988,35328.70171687604,6.05166973278504,2.369383342852585,2434740,Somatic,23744,0.5448157435526779,6.9114530510197065,2005.9045341192088,368.1304116749933,False
14,691.0,14401.069109131791,5481.968268547648,0.0,12411.465337140824,13260.797864382068,14827.202205442463,38137.36253334779,3.0349076010192952,1.4495943810784246,2997034,Basal,473100,5.637270682334571,19.28541339013116,13872.42087740997,1900.7432756687576,True
