id,pre_root_id,post_root_id,cleft_vx,ctr_pt_x_nm,ctr_pt_y_nm,ctr_pt_z_nm,pre_pos_x_vx,pre_pos_y_vx,pre_pos_z_vx,ctr_pos_x_vx,ctr_pos_y_vx,ctr_pos_z_vx,post_pos_x_vx,post_pos_y_vx,post_pos_z_vx,pre_cell_type,pre_cell_subtype,post_cell_type,post_cell_subtype
1240233,648518346349539846,648518346349539886,185,291296,209672,12400,72792,52374,312,72824,52418,310,72798,52472,312,inhibitory,basket,pyramidal,pyramidal cell
1938043,648518346349539846,648518346349538157,323,275360,197384,16400,68810,49268,414,68840,49346,410,68868,49356,415,inhibitory,basket,pyramidal,pyramidal cell
1526796,648518346349539846,648518346349538157,230,202424,197872,60600,50570,49482,1516,50606,49468,1515,50616,49450,1516,inhibitory,basket,pyramidal,pyramidal cell
3185240,648518346349539846,648518346349537081,66,324192,182420,72840,81000,45614,1822,81048,45605,1821,81062,45588,1820,inhibitory,basket,pyramidal,pyramidal cell
948200,648518346349539846,648518346349537514,150,366312,214512,56200,91610,53596,1406,91578,53628,1405,91534,53636,1406,inhibitory,basket,pyramidal,pyramidal cell
1010800,648518346349539846,648518346349533058,474,285904,214852,20080,71380,53718,498,71476,53713,502,71346,53742,496,inhibitory,basket,pyramidal,pyramidal cell
57951,648518346349539215,648518346349538478,66,310280,231680,63320,77582,57970,1581,77570,57920,1583,77504,57888,1582,inhibitory,basket,pyramidal,pyramidal cell
2497647,648518346349539215,648518346349538478,660,377712,232992,58560,94340,58282,1465,94428,58248,1464,94366,58178,1465,inhibitory,basket,pyramidal,pyramidal cell
2741832,648518346349539846,648518346349533058,1201,289728,201968,28720,72462,50480,710,72432,50492,718,72358,50478,710,inhibitory,basket,pyramidal,pyramidal cell
754911,648518346349528994,648518346349537840,129,340008,192768,20040,84946,48178,501,85002,48192,501,85030,48224,501,inhibitory,basket,pyramidal,pyramidal cell
2485119,648518346349528994,648518346349537840,645,364168,187184,4600,90946,46812,110,91042,46796,115,90992,46722,110,inhibitory,basket,pyramidal,pyramidal cell
718055,648518346349528994,648518346349537840,125,363304,185088,920,90760,46264,25,90826,46272,23,90866,46256,25,inhibitory,basket,pyramidal,pyramidal cell
141910,648518346349528994,648518346349537840,72,398896,167464,19880,99726,41914,497,99724,41866,497,99784,41844,498,inhibitory,basket,pyramidal,pyramidal cell
2860713,648518346349539846,648518346349539575,221,318212,186496,62360,79492,46590,1562,79553,46624,1559,79578,46664,1562,inhibitory,basket,pyramidal,pyramidal cell
1218383,648518346349539846,648518346349539517,183,294912,207272,18360,73764,51804,456,73728,51818,459,73664,51780,456,inhibitory,basket,pyramidal,pyramidal cell
2887667,648518346349539846,648518346349537860,205,268832,271328,13400,67162,67830,328,67208,67832,335,67198,67760,327,inhibitory,basket,pyramidal,pyramidal cell
2926998,648518346349539846,648518346349537514,96,330524,200112,20920,82656,49998,525,82631,50028,523,82614,50084,524,inhibitory,basket,pyramidal,pyramidal cell
3027448,648518346349528994,648518346349538056,299,312488,188244,25360,78052,47068,635,78122,47061,634,78112,47136,635,inhibitory,basket,pyramidal,pyramidal cell
3028071,648518346349528994,648518346349538056,350,315120,187992,26160,78704,47004,652,78780,46998,654,78794,47002,651,inhibitory,basket,pyramidal,pyramidal cell
783373,648518346349539846,648518346349538056,132,334096,178344,62080,83492,44534,1554,83524,44586,1552,83528,44620,1554,inhibitory,basket,pyramidal,pyramidal cell
1484276,648518346349539846,648518346349539097,222,269800,193672,80760,67436,48376,2019,67450,48418,2019,67412,48414,2019,inhibitory,basket,pyramidal,pyramidal cell
3185240,648518346349539846,648518346349537081,66,324192,182420,72840,81000,45614,1822,81048,45605,1821,81062,45588,1820,inhibitory,basket,pyramidal,pyramidal cell
1938043,648518346349539846,648518346349538157,323,275360,197384,16400,68810,49268,414,68840,49346,410,68868,49356,415,inhibitory,basket,pyramidal,pyramidal cell
1010800,648518346349539846,648518346349533058,474,285904,214852,20080,71380,53718,498,71476,53713,502,71346,53742,496,inhibitory,basket,pyramidal,pyramidal cell
572589,648518346349538791,648518346349538368,111,234392,218360,44960,58646,54590,1122,58598,54590,1124,58558,54598,1123,inhibitory,basket,pyramidal,pyramidal cell
405358,648518346349539846,648518346349537717,95,256672,192688,71680,64198,48226,1793,64168,48172,1792,64110,48172,1793,inhibitory,basket,pyramidal,pyramidal cell
1855244,648518346349539846,648518346349537717,299,236520,195240,8080,59058,48842,202,59130,48810,202,59106,48764,202,inhibitory,basket,pyramidal,pyramidal cell
1626416,648518346349539846,648518346349537717,248,310800,190056,81760,77690,47558,2043,77700,47514,2044,77660,47472,2043,inhibitory,basket,pyramidal,pyramidal cell
1424674,648518346349539846,648518346349537717,212,262376,233392,85920,65532,58324,2148,65594,58348,2148,65630,58306,2148,inhibitory,basket,pyramidal,pyramidal cell
3290642,648518346349538791,648518346349538387,143,252952,199588,29760,63264,49866,742,63238,49897,744,63230,49920,745,inhibitory,basket,pyramidal,pyramidal cell
994921,648518346349539846,648518346349540017,155,368016,216160,56120,92022,53990,1404,92004,54040,1403,91976,54056,1404,inhibitory,basket,pyramidal,pyramidal cell
1575944,648518346349539846,648518346349539560,238,283024,203272,2080,70696,50774,53,70756,50818,52,70762,50848,54,inhibitory,basket,pyramidal,pyramidal cell
3369139,648518346349539846,648518346349539097,127,375980,193540,20840,93972,48328,522,93995,48385,521,93950,48410,521,inhibitory,basket,pyramidal,pyramidal cell
2264348,648518346349539846,648518346349538235,462,323064,188768,33760,80692,47160,838,80766,47192,844,80760,47220,838,inhibitory,basket,pyramidal,pyramidal cell
1107954,648518346349538791,648518346349539806,168,226024,210392,33520,56474,52552,836,56506,52598,838,56544,52604,836,inhibitory,basket,pyramidal,pyramidal cell
2889275,648518346349539846,648518346349538235,137,295492,188888,32440,73902,47210,812,73873,47222,811,73804,47220,812,inhibitory,basket,pyramidal,pyramidal cell
3176749,648518346349539846,648518346349538235,414,332560,216476,16200,83150,54118,402,83140,54119,405,83080,54152,403,inhibitory,basket,pyramidal,pyramidal cell
1613667,648518346349539846,648518346349538235,246,292512,189496,61040,73146,47326,1527,73128,47374,1526,73148,47410,1527,inhibitory,basket,pyramidal,pyramidal cell
1559925,648518346349539846,648518346349538235,235,368360,193120,21040,92054,48226,525,92090,48280,526,92080,48330,525,inhibitory,basket,pyramidal,pyramidal cell
3389767,648518346349538791,648518346349538368,50,234840,219704,46960,58612,54960,1175,58710,54926,1174,58706,54898,1175,inhibitory,basket,pyramidal,pyramidal cell
3430345,648518346349539846,648518346349538056,52,325960,191664,35600,81504,47974,890,81490,47916,890,81430,47896,890,inhibitory,basket,pyramidal,pyramidal cell
857056,648518346349539846,648518346349538235,140,332184,216240,7920,83066,54090,200,83046,54060,198,82970,54036,200,inhibitory,basket,pyramidal,pyramidal cell
3449104,648518346349539846,648518346349539575,123,390196,192144,19080,97518,48054,479,97549,48036,477,97526,47982,479,inhibitory,basket,pyramidal,pyramidal cell
665739,648518346349539846,648518346349539575,120,330560,193704,42560,82598,48464,1065,82640,48426,1064,82682,48418,1065,inhibitory,basket,pyramidal,pyramidal cell
3519423,648518346349539846,648518346349539333,109,292004,207144,65360,73016,51786,1637,73001,51786,1634,72936,51748,1636,inhibitory,basket,pyramidal,pyramidal cell
2517855,648518346349528994,648518346349537840,684,330744,181464,20920,82578,45382,520,82686,45366,523,82660,45452,520,inhibitory,basket,pyramidal,pyramidal cell
2526179,648518346349528994,648518346349539539,693,406936,198168,27880,101732,49528,697,101734,49542,697,101832,49472,697,inhibitory,basket,pyramidal,pyramidal cell
2540770,648518346349528994,648518346349539423,136,409468,219180,40200,102284,54764,1007,102367,54795,1005,102332,54836,1008,inhibitory,basket,pyramidal,pyramidal cell
2525442,648518346349528994,648518346349536680,697,387376,226656,29080,96782,56670,729,96844,56664,727,96852,56612,729,inhibitory,basket,pyramidal,pyramidal cell
2438595,648518346349528994,648518346349539853,594,400008,226512,51840,99950,56584,1291,100002,56628,1296,100048,56600,1291,inhibitory,basket,pyramidal,pyramidal cell
2458531,648518346349528994,648518346349539539,616,409536,218848,25920,102340,54764,641,102384,54712,648,102320,54662,641,inhibitory,basket,pyramidal,pyramidal cell
2337692,648518346349528994,648518346349538250,509,342744,187032,62000,85658,46706,1550,85686,46758,1550,85642,46812,1550,inhibitory,basket,pyramidal,pyramidal cell
2282698,648518346349528994,648518346349538478,476,375960,213832,54680,93978,53522,1367,93990,53458,1367,93926,53434,1367,inhibitory,basket,pyramidal,pyramidal cell
2266015,648518346349528994,648518346349538787,463,358000,175016,12040,89564,43778,305,89500,43754,301,89468,43760,305,inhibitory,basket,pyramidal,pyramidal cell
3540201,648518346349528994,648518346349537978,445,358624,172216,11360,89580,43102,283,89656,43054,284,89542,43166,284,inhibitory,basket,pyramidal,pyramidal cell
343228,648518346349528994,648518346349538250,90,334088,183272,73280,83562,45834,1831,83522,45818,1832,83484,45808,1832,inhibitory,basket,pyramidal,pyramidal cell
3539928,648518346349528994,648518346349539539,234,406684,203632,27080,101582,50906,681,101671,50908,677,101668,50946,681,inhibitory,basket,pyramidal,pyramidal cell
1336695,648518346349528994,648518346349539539,156,415268,217588,39840,103792,54400,996,103817,54397,996,103884,54396,994,inhibitory,basket,pyramidal,pyramidal cell
1920483,648518346349528994,648518346349537160,317,276640,200344,35280,69182,50054,886,69160,50086,882,69090,50080,886,inhibitory,basket,pyramidal,pyramidal cell
1326763,648518346349528994,648518346349538250,198,350344,172544,23560,87596,43080,588,87586,43136,589,87548,43182,588,inhibitory,basket,pyramidal,pyramidal cell
1232226,648518346349528994,648518346349538478,71,378432,212664,54800,94596,53214,1372,94608,53166,1370,94582,53144,1370,inhibitory,basket,pyramidal,pyramidal cell
1200477,648518346349528994,648518346349538478,180,338672,206984,20640,84658,51710,515,84668,51746,516,84610,51762,515,inhibitory,basket,pyramidal,pyramidal cell
1187633,648518346349528994,648518346349539539,694,411936,218380,27520,102904,54672,674,102984,54595,688,102864,54584,674,inhibitory,basket,pyramidal,pyramidal cell
1992447,648518346349528994,648518346349539853,272,362036,172260,11600,90444,43084,287,90509,43065,290,90518,43022,287,inhibitory,basket,pyramidal,pyramidal cell
1959237,648518346349528994,648518346349539486,329,430832,216272,37120,107682,54018,926,107708,54068,928,107634,54098,926,inhibitory,basket,pyramidal,pyramidal cell
3133811,648518346349528994,648518346349537913,53,275748,198660,34520,68912,49616,860,68937,49665,863,68836,49678,860,inhibitory,basket,pyramidal,pyramidal cell
3164858,648518346349528994,648518346349540048,268,355552,177464,14160,88818,44370,357,88888,44366,354,88904,44326,357,inhibitory,basket,pyramidal,pyramidal cell
3547039,648518346349528994,648518346349538250,61,376520,182056,74800,94068,45496,1871,94130,45514,1870,94172,45530,1871,inhibitory,basket,pyramidal,pyramidal cell
3548565,648518346349528994,648518346349539486,61,399608,208920,31760,99916,52268,793,99902,52230,794,99850,52204,793,inhibitory,basket,pyramidal,pyramidal cell
3475907,648518346349528994,648518346349539653,55,397568,212336,27440,99310,53106,686,99392,53084,686,99422,53164,686,inhibitory,basket,pyramidal,pyramidal cell
366186,648518346349528994,648518346349537160,92,309144,160936,51160,77248,40204,1280,77286,40234,1279,77252,40274,1280,inhibitory,basket,pyramidal,pyramidal cell
28391,648518346349528994,648518346349538056,63,330288,185024,48600,82520,46222,1216,82572,46256,1215,82604,46266,1215,inhibitory,basket,pyramidal,pyramidal cell
2210828,648518346349528994,648518346349539853,431,365016,172584,13480,91244,43076,334,91254,43146,337,91190,43160,334,inhibitory,basket,pyramidal,pyramidal cell
2207358,648518346349528994,648518346349539653,431,359088,189896,37240,89724,47538,928,89772,47474,931,89702,47442,928,inhibitory,basket,pyramidal,pyramidal cell
2092338,648518346349528994,648518346349538440,397,328668,173632,39920,82014,43376,1000,82167,43408,998,82006,43454,999,inhibitory,basket,pyramidal,pyramidal cell
2127327,648518346349528994,648518346349539539,392,406792,194632,28960,101640,48632,722,101698,48658,724,101706,48636,721,inhibitory,basket,pyramidal,pyramidal cell
746246,648518346349528994,648518346349537081,128,332016,169720,65360,82986,42454,1634,83004,42430,1634,82986,42368,1634,inhibitory,basket,pyramidal,pyramidal cell
702603,648518346349528994,648518346349537160,124,270360,193728,34320,67596,48374,857,67590,48432,858,67530,48450,857,inhibitory,basket,pyramidal,pyramidal cell
3462937,648518346349528994,648518346349539653,333,408664,185052,66240,102124,46306,1655,102166,46263,1656,102120,46240,1657,inhibitory,basket,pyramidal,pyramidal cell
3474247,648518346349528994,648518346349539539,129,408756,198864,26720,102204,49720,667,102189,49716,668,102140,49744,669,inhibitory,basket,pyramidal,pyramidal cell
3478120,648518346349528994,648518346349539789,56,377088,192184,62520,94214,48072,1561,94272,48046,1563,94282,48016,1561,inhibitory,basket,pyramidal,pyramidal cell
492295,648518346349528994,648518346349538478,103,358184,190104,45400,89532,47572,1136,89546,47526,1135,89558,47476,1136,inhibitory,basket,pyramidal,pyramidal cell
489026,648518346349528994,648518346349539333,103,332592,164472,57720,83094,41126,1444,83148,41118,1443,83168,41070,1444,inhibitory,basket,pyramidal,pyramidal cell
3406675,648518346349528994,648518346349537716,107,332676,188248,15280,83176,47032,382,83169,47062,382,83166,47120,383,inhibitory,basket,pyramidal,pyramidal cell
2660671,648518346349528994,648518346349537913,50,276944,200532,36200,69260,50130,903,69236,50133,905,69170,50116,905,inhibitory,basket,pyramidal,pyramidal cell
2588748,648518346349528994,648518346349538192,65,408128,200372,25040,102036,50148,627,102032,50093,626,101990,50060,627,inhibitory,basket,pyramidal,pyramidal cell
2577824,648518346349528994,648518346349539539,774,407448,193272,29840,101800,48282,755,101862,48318,746,101898,48304,755,inhibitory,basket,pyramidal,pyramidal cell
3014607,648518346349528994,648518346349537160,106,264464,186240,27920,66154,46540,699,66116,46560,698,66054,46544,699,inhibitory,basket,pyramidal,pyramidal cell
2902861,648518346349528994,648518346349538478,278,350584,204608,48480,87574,51136,1214,87646,51152,1212,87528,51082,1213,inhibitory,basket,pyramidal,pyramidal cell
2910344,648518346349528994,648518346349539789,53,374584,188396,53560,93584,47076,1339,93646,47099,1339,93684,47104,1337,inhibitory,basket,pyramidal,pyramidal cell
2916063,648518346349528994,648518346349536680,63,367340,225520,17480,91776,56336,437,91835,56380,437,91860,56386,439,inhibitory,basket,pyramidal,pyramidal cell
1718710,648518346349528994,648518346349539789,267,329880,180608,23240,82464,45100,582,82470,45152,581,82428,45194,582,inhibitory,basket,pyramidal,pyramidal cell
1795846,648518346349528994,648518346349539539,284,405368,215992,48880,101282,53964,1218,101342,53998,1222,101350,54044,1218,inhibitory,basket,pyramidal,pyramidal cell
1611712,648518346349528994,648518346349537840,842,377928,208060,19360,94360,51990,493,94482,52015,484,94332,51892,493,inhibitory,basket,pyramidal,pyramidal cell
1587804,648518346349528994,648518346349538478,240,350296,233472,85000,87604,58376,2121,87574,58368,2125,87492,58320,2121,inhibitory,basket,pyramidal,pyramidal cell
1482639,648518346349528994,648518346349538440,222,332160,252136,64560,82974,63040,1612,83040,63034,1614,83072,63068,1612,inhibitory,basket,pyramidal,pyramidal cell
1456034,648518346349528994,648518346349539486,217,407480,218288,41040,101854,54522,1023,101870,54572,1026,101810,54592,1023,inhibitory,basket,pyramidal,pyramidal cell
961991,648518346349528994,648518346349538421,151,335248,166192,16800,83846,41580,418,83812,41548,420,83748,41524,418,inhibitory,basket,pyramidal,pyramidal cell
960941,648518346349528994,648518346349538787,151,357512,182680,34120,89370,45732,854,89378,45670,853,89354,45642,855,inhibitory,basket,pyramidal,pyramidal cell
950548,648518346349528994,648518346349536680,76,444268,236976,40960,111030,59204,1024,111067,59244,1024,111034,59222,1022,inhibitory,basket,pyramidal,pyramidal cell
1570738,648518346349539215,648518346349519354,335,374596,175056,62400,93620,43626,1564,93649,43764,1560,93564,43630,1563,inhibitory,basket,pyramidal,pyramidal cell
3401908,648518346349539215,648518346349538410,51,415160,199104,39520,103716,49742,988,103790,49776,988,103662,49818,988,inhibitory,basket,pyramidal,pyramidal cell
3516019,648518346349539215,648518346349519354,452,364348,187488,23360,91072,46888,582,91087,46872,584,91002,46810,582,inhibitory,basket,pyramidal,pyramidal cell
3192431,648518346349539215,648518346349537840,497,375640,201532,14960,93838,50430,376,93910,50383,374,93856,50332,376,inhibitory,basket,pyramidal,pyramidal cell
3041223,648518346349539215,648518346349537913,161,303848,217472,41240,75910,54306,1033,75962,54368,1031,75954,54380,1035,inhibitory,basket,pyramidal,pyramidal cell
2066244,648518346349539215,648518346349524971,367,320488,176400,71480,80054,44090,1784,80122,44100,1787,80136,44034,1784,inhibitory,basket,pyramidal,pyramidal cell
2952894,648518346349539215,648518346349538410,180,417760,220944,38920,104442,55248,971,104440,55236,973,104380,55196,972,inhibitory,basket,pyramidal,pyramidal cell
2661426,648518346349539215,648518346349537913,181,283384,191776,54880,70774,47898,1371,70846,47944,1372,70836,47936,1369,inhibitory,basket,pyramidal,pyramidal cell
2704538,648518346349539215,648518346349537913,370,289644,193848,44520,72326,48548,1109,72411,48462,1113,72228,48564,1109,inhibitory,basket,pyramidal,pyramidal cell
631040,648518346349539215,648518346349538478,117,398024,245448,59560,99542,61360,1487,99506,61362,1489,99478,61374,1488,inhibitory,basket,pyramidal,pyramidal cell
1993653,648518346349539215,648518346349519354,338,375632,177752,55440,93848,44472,1382,93908,44438,1386,93902,44386,1382,inhibitory,basket,pyramidal,pyramidal cell
1984844,648518346349539215,648518346349492682,337,433704,167568,84280,108362,41914,2106,108426,41892,2107,108456,41900,2106,inhibitory,basket,pyramidal,pyramidal cell
575422,648518346349539215,648518346349538056,476,312212,186520,21880,78036,46710,553,78053,46630,547,77998,46610,553,inhibitory,basket,pyramidal,pyramidal cell
605938,648518346349539215,648518346349537487,193,302520,213976,13760,75550,53524,343,75630,53494,344,75640,53512,342,inhibitory,basket,pyramidal,pyramidal cell
2006006,648518346349539215,648518346349519354,345,381560,199992,82160,95436,49992,2056,95390,49998,2054,95334,50010,2056,inhibitory,basket,pyramidal,pyramidal cell
2163209,648518346349539215,648518346349519354,408,375696,176824,57040,93912,44238,1428,93924,44206,1426,93862,44166,1428,inhibitory,basket,pyramidal,pyramidal cell
572670,648518346349539846,648518346349537426,111,336216,185496,59200,84028,46330,1480,84054,46374,1480,84060,46392,1480,inhibitory,basket,pyramidal,pyramidal cell
3353498,648518346349539215,648518346349537913,157,255764,217248,46240,63926,54282,1157,63941,54312,1156,63910,54354,1155,inhibitory,basket,pyramidal,pyramidal cell
3333263,648518346349539215,648518346349537913,166,290836,200300,49560,72742,50116,1238,72709,50075,1239,72650,50062,1238,inhibitory,basket,pyramidal,pyramidal cell
972225,648518346349539215,648518346349519354,948,377204,181076,52800,94214,45242,1321,94301,45269,1320,94298,45176,1321,inhibitory,basket,pyramidal,pyramidal cell
56344,648518346349539215,648518346349537978,540,395864,174884,21680,98930,43654,555,98966,43721,542,98864,43712,555,inhibitory,basket,pyramidal,pyramidal cell
3294768,648518346349539215,648518346349537913,319,278832,190076,49640,69626,47532,1237,69708,47519,1241,69722,47552,1237,inhibitory,basket,pyramidal,pyramidal cell
798355,648518346349539215,648518346349537913,133,280192,188312,49880,70000,47076,1245,70048,47078,1247,70080,47082,1245,inhibitory,basket,pyramidal,pyramidal cell
860746,648518346349539215,648518346349537913,140,284304,188960,53200,71080,47182,1329,71076,47240,1330,71110,47282,1329,inhibitory,basket,pyramidal,pyramidal cell
2848387,648518346349539215,648518346349538387,122,236628,153984,64840,59108,38504,1622,59157,38496,1621,59190,38484,1623,inhibitory,basket,pyramidal,pyramidal cell
36404,648518346349539846,648518346349524141,64,216488,196984,66600,54170,49244,1666,54122,49246,1665,54078,49218,1666,inhibitory,basket,pyramidal,pyramidal cell
2932209,648518346349528994,648518346349539864,222,351340,198996,50920,87804,49756,1280,87835,49749,1273,87770,49660,1280,inhibitory,basket,pyramidal,pyramidal cell
1754802,648518346349539846,648518346349539895,275,289200,214040,76000,72262,53454,1900,72300,53510,1900,72258,53552,1900,inhibitory,basket,pyramidal,pyramidal cell
1950587,648518346349539846,648518346349538209,327,332224,199216,21440,83094,49816,532,83056,49804,536,83012,49822,533,inhibitory,basket,pyramidal,pyramidal cell
1484276,648518346349539846,648518346349539097,222,269800,193672,80760,67436,48376,2019,67450,48418,2019,67412,48414,2019,inhibitory,basket,pyramidal,pyramidal cell
581152,648518346349528994,648518346349537818,112,408152,188344,34840,102072,47106,869,102038,47086,871,101984,47084,870,inhibitory,basket,pyramidal,pyramidal cell
2858801,648518346349528994,648518346349537818,131,356712,206804,47080,89176,51734,1179,89178,51701,1177,89120,51716,1178,inhibitory,basket,pyramidal,pyramidal cell
1678741,648518346349528994,648518346349537818,258,401928,220032,22920,100436,55042,572,100482,55008,573,100488,54980,573,inhibitory,basket,pyramidal,pyramidal cell
3097134,648518346349539215,648518346349538410,353,414240,195560,36840,103492,48848,923,103560,48890,921,103494,48948,923,inhibitory,basket,pyramidal,pyramidal cell
2204331,648518346349539215,648518346349538410,428,415616,179752,28560,103852,44858,716,103904,44938,714,103960,44808,716,inhibitory,basket,pyramidal,pyramidal cell
153568,648518346349528994,648518346349538421,73,336960,165656,19360,84284,41422,486,84240,41414,484,84186,41378,485,inhibitory,basket,pyramidal,pyramidal cell
1068916,648518346349528994,648518346349538478,239,360540,184484,39400,90078,46084,988,90135,46121,985,90132,46172,988,inhibitory,basket,pyramidal,pyramidal cell
1710944,648518346349539215,648518346349538478,265,357936,187072,45520,89552,46716,1138,89484,46768,1138,89476,46792,1138,inhibitory,basket,pyramidal,pyramidal cell
769025,648518346349528994,648518346349538440,130,334656,216800,1280,83656,54156,33,83664,54200,32,83686,54248,33,inhibitory,basket,pyramidal,pyramidal cell
1602305,648518346349528994,648518346349538440,616,334352,202296,38360,83580,50560,964,83588,50574,959,83478,50566,964,inhibitory,basket,pyramidal,pyramidal cell
1091199,648518346349528994,648518346349538440,166,333128,175256,62280,83360,43862,1559,83282,43814,1557,83322,43752,1559,inhibitory,basket,pyramidal,pyramidal cell
2916981,648518346349539846,648518346349537081,87,279164,160680,13640,69826,40176,340,69791,40170,341,69746,40194,341,inhibitory,basket,pyramidal,pyramidal cell
1099928,648518346349528994,648518346349537153,167,377296,229024,73280,94302,57218,1830,94324,57256,1832,94342,57318,1830,inhibitory,basket,pyramidal,pyramidal cell
1653085,648518346349528994,648518346349537153,253,355200,202784,17640,88742,50708,444,88800,50696,441,88832,50664,444,inhibitory,basket,pyramidal,pyramidal cell
1735507,648518346349528994,648518346349537153,271,372248,210600,12600,93002,52678,315,93062,52650,315,93044,52582,315,inhibitory,basket,pyramidal,pyramidal cell
2137682,648518346349528994,648518346349537153,395,354536,222864,13640,88630,55760,341,88634,55716,341,88574,55678,341,inhibitory,basket,pyramidal,pyramidal cell
3274512,648518346349528994,648518346349537153,184,371492,210872,11960,92834,52768,301,92873,52718,299,92818,52690,300,inhibitory,basket,pyramidal,pyramidal cell
549505,648518346349528994,648518346349539486,443,433704,213068,40240,108444,53314,997,108426,53267,1006,108338,53298,997,inhibitory,basket,pyramidal,pyramidal cell
1145659,648518346349539846,648518346349537426,173,245976,224816,83240,61460,56152,2081,61494,56204,2081,61476,56232,2081,inhibitory,basket,pyramidal,pyramidal cell
952154,648518346349528994,648518346349539895,150,319936,164960,50200,79928,41254,1255,79984,41240,1255,80018,41226,1255,inhibitory,basket,pyramidal,pyramidal cell
2070940,648518346349539846,648518346349538527,368,269304,265672,16880,67370,66412,418,67326,66418,422,67268,66422,418,inhibitory,basket,pyramidal,pyramidal cell
1799592,648518346349528994,648518346349539895,285,302640,201488,48080,75596,50362,1202,75660,50372,1202,75672,50430,1202,inhibitory,basket,pyramidal,pyramidal cell
1447558,648518346349539846,648518346349539575,216,330424,217816,29200,82534,54446,732,82606,54454,730,82644,54472,732,inhibitory,basket,pyramidal,pyramidal cell
1559135,648518346349539215,648518346349519354,235,352608,182040,68840,88126,45558,1720,88152,45510,1721,88114,45482,1720,inhibitory,basket,pyramidal,pyramidal cell
1184606,648518346349539215,648518346349539845,178,400368,172552,68920,100122,43102,1725,100092,43138,1723,100014,43124,1725,inhibitory,basket,pyramidal,pyramidal cell
840035,648518346349539215,648518346349519354,138,415504,209512,54280,103886,52344,1358,103876,52378,1357,103886,52424,1359,inhibitory,basket,pyramidal,pyramidal cell
9164,648518346349539215,648518346349532006,940,449200,230252,2360,112324,57616,82,112300,57563,59,112226,57616,82,inhibitory,basket,pyramidal,pyramidal cell
2357175,648518346349539215,648518346349519354,524,397544,209184,56480,99412,52234,1412,99386,52296,1412,99308,52260,1412,inhibitory,basket,pyramidal,pyramidal cell
2965610,648518346349538791,648518346349533482,109,237140,204652,26480,59250,51146,666,59285,51163,662,59182,51216,665,inhibitory,basket,pyramidal,pyramidal cell
583573,648518346349539215,648518346349519354,112,399536,207544,55920,99832,51908,1397,99884,51886,1398,99922,51896,1397,inhibitory,basket,pyramidal,pyramidal cell
3327725,648518346349538791,648518346349539524,88,232972,223712,68240,58242,55976,1707,58243,55928,1706,58190,55900,1707,inhibitory,basket,pyramidal,pyramidal cell
1933943,648518346349539215,648518346349537153,321,366904,208952,3000,91734,52172,76,91726,52238,75,91660,52224,76,inhibitory,basket,pyramidal,pyramidal cell
640679,648518346349539215,648518346349537153,118,366000,205616,1240,91480,51378,33,91500,51404,31,91384,51406,32,inhibitory,basket,pyramidal,pyramidal cell
2202823,648518346349539215,648518346349537153,427,357504,208432,12320,89304,52104,305,89376,52108,308,89324,52200,305,inhibitory,basket,pyramidal,pyramidal cell
1304585,648518346349539846,648518346349538527,194,311584,198520,13600,77852,49594,340,77896,49630,340,77852,49678,340,inhibitory,basket,pyramidal,pyramidal cell
711647,648518346349539846,648518346349538527,125,268856,267104,16400,67250,66804,410,67214,66776,410,67164,66758,410,inhibitory,basket,pyramidal,pyramidal cell
2196042,648518346349539846,648518346349538527,423,307264,233168,73640,76854,58248,1837,76816,58292,1841,76756,58290,1837,inhibitory,basket,pyramidal,pyramidal cell
2426088,648518346349539846,648518346349538527,584,259976,248280,32480,64928,62056,815,64994,62070,812,65008,62118,815,inhibitory,basket,pyramidal,pyramidal cell
3334968,648518346349539846,648518346349538527,179,283028,229404,69000,70672,57330,1728,70757,57351,1725,70758,57368,1728,inhibitory,basket,pyramidal,pyramidal cell
2364555,648518346349539846,648518346349538527,531,282944,229728,43280,70664,57418,1086,70736,57432,1082,70704,57510,1086,inhibitory,basket,pyramidal,pyramidal cell
1265531,648518346349539215,648518346349538527,189,234136,204752,31000,58470,51218,774,58534,51188,775,58538,51132,774,inhibitory,basket,pyramidal,pyramidal cell
2894982,648518346349539215,648518346349538527,772,294456,224048,52920,73554,56036,1318,73614,56012,1323,73550,55934,1318,inhibitory,basket,pyramidal,pyramidal cell
520759,648518346349539215,648518346349538527,574,258552,215512,44680,64620,53832,1115,64638,53878,1117,64638,53928,1115,inhibitory,basket,pyramidal,pyramidal cell
3540078,648518346349539215,648518346349538527,549,251196,214140,26000,62830,53464,649,62799,53535,650,62884,53576,652,inhibitory,basket,pyramidal,pyramidal cell
2998920,648518346349539215,648518346349538527,50,252256,163612,39240,63056,40958,981,63064,40903,981,63046,40900,982,inhibitory,basket,pyramidal,pyramidal cell
2960109,648518346349539215,648518346349538527,166,318268,227820,62120,79580,56974,1551,79567,56955,1553,79496,56922,1552,inhibitory,basket,pyramidal,pyramidal cell
1724882,648518346349539215,648518346349538527,776,293916,220596,51520,73534,55252,1289,73479,55149,1288,73430,55248,1289,inhibitory,basket,pyramidal,pyramidal cell
1933472,648518346349539215,648518346349538527,409,309392,233024,64640,77206,58210,1626,77348,58256,1616,77286,58224,1628,inhibitory,basket,pyramidal,pyramidal cell
