cell_segid,centroid_x,centroid_y,centroid_z,cell_type_x,cell_subtype,id,cell_type_y,pt_position,soma_x_nm,soma_y_nm,soma_z_nm
648518346349523868,68800,74000,287,pyramidal,pyramidal cell,248,e,[68633 73836   309],274532,274532,2745320
648518346349531414,85376,65392,1861,pyramidal,pyramidal cell,110,e,[85459 65630  1872],341836,341836,3418360
648518346349538235,79360,49648,822,pyramidal,pyramidal cell,80,e,[79234 49579   769],316936,316936,3169360
648518346349538070,113552,45312,1707,pyramidal,pyramidal cell,106,e,[113619  45201   1702],454476,454476,4544760
648518346349536354,86496,74256,726,pyramidal,pyramidal cell,233,e,[86548 74444   679],346192,346192,3461920
648518346349535074,80288,66240,714,pyramidal,pyramidal cell,141,e,[80092 66401   705],320368,320368,3203680
648518346349507351,108272,73600,2023,pyramidal,pyramidal cell,220,e,[108194  73599   2002],432776,432776,4327760
648518346349537961,116192,58112,923,pyramidal,pyramidal cell,298,e,[116314  58234    933],465256,465256,4652560
648518346349537790,88112,68640,2015,pyramidal,pyramidal cell,186,e,[88123 68746  1976],352492,352492,3524920
648518346349538286,63248,44400,2066,pyramidal,pyramidal cell,181,e,[63136 44523  2071],252544,252544,2525440
648518346349532796,111312,60480,679,pyramidal,pyramidal cell,36,e,[111176  60601    680],444704,444704,4447040
648518346349537649,108656,69488,214,pyramidal,pyramidal cell,242,e,[108709  69490    195],434836,434836,4348360
648518346349533058,71072,48928,860,pyramidal,pyramidal cell,129,e,[71194 48958   860],284776,284776,2847760
648518346349531192,62288,36368,2031,pyramidal,pyramidal cell,201,e,[62171 36427  2020],248684,248684,2486840
648518346349536921,89552,44496,1900,pyramidal,pyramidal cell,164,e,[89485 44482  1918],357940,357940,3579400
648518346349539886,78576,44400,594,pyramidal,pyramidal cell,97,e,[78410 44418   642],313640,313640,3136400
648518346349492682,115504,53152,712,pyramidal,pyramidal cell,294,e,[115343  53156    691],461372,461372,4613720
648518346349538102,70176,49072,2010,pyramidal,pyramidal cell,199,e,[70233 48983  1999],280932,280932,2809320
648518346349539794,58992,52704,1977,pyramidal,pyramidal cell,228,e,[58722 52758  1995],234888,234888,2348880
648518346349539435,62064,61520,145,pyramidal,pyramidal cell,73,e,[61981 61296   146],247924,247924,2479240
648518346349538746,82768,72912,915,pyramidal,pyramidal cell,438,e,[82817 73053   902],331268,331268,3312680
648518346349524063,113600,48528,1492,pyramidal,pyramidal cell,118,e,[113406  48466   1490],453624,453624,4536240
648518346349537007,115744,44960,1231,pyramidal,pyramidal cell,134,e,[115638  44712   1238],462552,462552,4625520
648518346349537901,96544,76880,1587,pyramidal,pyramidal cell,434,e,[96249 76420  1525],384996,384996,3849960
648518346349540057,103712,44304,874,pyramidal,pyramidal cell,17,e,[103860  44385    891],415440,415440,4154400
648518346349539601,101440,65360,672,pyramidal,pyramidal cell,102,e,[101431  65274    676],405724,405724,4057240
648518346349538368,58448,53008,1621,pyramidal,pyramidal cell,89,e,[58608 53004  1662],234432,234432,2344320
648518346349531729,95872,65136,1787,pyramidal,pyramidal cell,159,e,[96021 65020  1776],384084,384084,3840840
648518346349539401,61616,54016,385,pyramidal,pyramidal cell,145,e,[61455 54109   350],245820,245820,2458200
648518346349539366,84480,61632,1271,pyramidal,pyramidal cell,14,e,[84503 61821  1239],338012,338012,3380120
648518346349537840,92320,45744,110,pyramidal,pyramidal cell,457,e,[92601 45788   126],370404,370404,3704040
648518346349539539,101888,52960,708,pyramidal,pyramidal cell,45,e,[101740  53066    718],406960,406960,4069600
648518346349538005,112720,56528,1765,pyramidal,pyramidal cell,84,e,[112803  56506   1745],451212,451212,4512120
648518346349538231,102144,69712,1874,pyramidal,pyramidal cell,217,e,[101971  69729   1903],407884,407884,4078840
648518346349539852,96848,65264,674,pyramidal,pyramidal cell,101,e,[96928 65614   664],387712,387712,3877120
648518346349531254,77232,44160,1226,pyramidal,pyramidal cell,4,e,[77264 44133  1231],309056,309056,3090560
648518346349527158,112464,78160,1291,pyramidal,pyramidal cell,309,e,[112682  77602   1407],450728,450728,4507280
648518346349537509,75536,56512,546,pyramidal,pyramidal cell,69,e,[75256 56402   571],301024,301024,3010240
648518346349534855,95696,44208,891,pyramidal,pyramidal cell,59,e,[95448 44212   893],381792,381792,3817920
648518346349536929,61856,69104,1744,pyramidal,pyramidal cell,151,e,[61954 69004  1736],247816,247816,2478160
648518346349536753,58384,73344,363,pyramidal,pyramidal cell,256,e,[58354 72889   369],233416,233416,2334160
648518346349533227,84128,48560,119,pyramidal,pyramidal cell,66,e,[83993 48548   128],335972,335972,3359720
648518346349534580,62656,57872,141,pyramidal,pyramidal cell,72,e,[62596 57806   146],250384,250384,2503840
648518346349537047,96544,69952,171,pyramidal,pyramidal cell,269,e,[96483 70015   156],385932,385932,3859320
648518346349533719,109152,41248,1490,pyramidal,pyramidal cell,117,e,[109219  41191   1478],436876,436876,4368760
648518346349537038,77280,61904,417,pyramidal,pyramidal cell,231,e,[77197 61773   428],308788,308788,3087880
648518346349537003,103952,73872,1654,pyramidal,pyramidal cell,237,e,[103814  73662   1690],415256,415256,4152560
648518346349537042,98528,61456,478,pyramidal,pyramidal cell,107,e,[98914 61249   425],395656,395656,3956560
648518346349539067,62976,64592,502,pyramidal,pyramidal cell,191,e,[63044 64447   519],252176,252176,2521760
648518346349496405,113936,65696,771,pyramidal,pyramidal cell,302,e,[113855  65451    788],455420,455420,4554200
648518346349521083,88672,74336,269,pyramidal,pyramidal cell,243,e,[88547 74290   260],354188,354188,3541880
648518346349538112,81296,53648,1668,pyramidal,pyramidal cell,50,e,[81140 53635  1671],324560,324560,3245600
648518346349538209,75568,52336,1387,pyramidal,pyramidal cell,95,e,[75508 52478  1380],302032,302032,3020320
648518346349539079,108240,44848,281,pyramidal,pyramidal cell,57,e,[108212  44884    277],432848,432848,4328480
648518346349539591,71808,66240,1310,pyramidal,pyramidal cell,172,e,[71531 66259  1276],286124,286124,2861240
648518346349537848,109552,53712,117,pyramidal,pyramidal cell,125,e,[109688  53657    127],438752,438752,4387520
648518346349537270,107040,61104,1577,pyramidal,pyramidal cell,21,e,[107071  61155   1570],428284,428284,4282840
648518346349537391,76528,52176,796,pyramidal,pyramidal cell,115,e,[76377 51644   796],305508,305508,3055080
648518346349539333,83936,39936,1563,pyramidal,pyramidal cell,58,e,[83898 39867  1537],335592,335592,3355920
648518346349532066,116144,61696,1971,pyramidal,pyramidal cell,221,e,[115615  61790   1972],462460,462460,4624600
648518346349537818,101168,56688,696,pyramidal,pyramidal cell,32,e,[101167  56452    685],404668,404668,4046680
648518346349540048,87264,40816,290,pyramidal,pyramidal cell,104,e,[87283 40873   287],349132,349132,3491320
648518346349536159,67584,69712,1874,pyramidal,pyramidal cell,149,e,[67589 69944  1897],270356,270356,2703560
648518346349537102,70096,73120,774,pyramidal,pyramidal cell,266,e,[70095 72943   767],280380,280380,2803800
648518346349538730,73776,64560,367,pyramidal,pyramidal cell,260,e,[73758 64499   343],295032,295032,2950320
648518346349539820,65952,64912,852,pyramidal,pyramidal cell,264,e,[65849 64629   833],263396,263396,2633960
648518346349539840,65168,49856,1451,pyramidal,pyramidal cell,131,e,[65002 50043  1423],260008,260008,2600080
648518346349540055,85184,61920,589,pyramidal,pyramidal cell,39,e,[85117 62083   585],340468,340468,3404680
648518346349539103,92816,40960,2014,pyramidal,pyramidal cell,335,e,[93008 40981  1984],372032,372032,3720320
648518346349537991,94480,52592,2045,pyramidal,pyramidal cell,211,e,[94372 52625  2028],377488,377488,3774880
648518346349519354,94512,48320,1257,pyramidal,pyramidal cell,43,e,[94619 48203  1290],378476,378476,3784760
648518346349539598,59808,61616,776,pyramidal,pyramidal cell,193,e,[59821 61637   786],239284,239284,2392840
648518346349532791,109424,49168,393,pyramidal,pyramidal cell,52,e,[109572  49198    386],438288,438288,4382880
648518346349538033,73536,64832,691,pyramidal,pyramidal cell,142,e,[73438 64866   673],293752,293752,2937520
648518346349532295,87216,41104,1500,pyramidal,pyramidal cell,445,e,[87235 41195  1513],348940,348940,3489400
648518346349539579,95776,52992,1779,pyramidal,pyramidal cell,137,e,[95651 53072  1754],382604,382604,3826040
648518346349538715,51488,57648,149,pyramidal,pyramidal cell,74,e,[51543 57568   155],206172,206172,2061720
648518346349534048,103824,52864,1731,pyramidal,pyramidal cell,85,e,[103910  52864   1735],415640,415640,4156400
648518346349537300,75104,52368,1809,pyramidal,pyramidal cell,147,e,[75247 52245  1825],300988,300988,3009880
648518346349536769,51264,70320,672,pyramidal,pyramidal cell,235,e,[51436 70327   650],205744,205744,2057440
648518346349533867,56848,74240,1744,pyramidal,pyramidal cell,250,e,[56887 73949  1735],227548,227548,2275480
648518346349537081,71088,40112,1459,pyramidal,pyramidal cell,3,e,[71110 40161  1454],284440,284440,2844400
648518346349539524,65136,53728,1859,pyramidal,pyramidal cell,148,e,[65140 53444  1846],260560,260560,2605600
648518346349503588,116304,60800,1485,pyramidal,pyramidal cell,156,e,[116377  60923   1471],465508,465508,4655080
648518346349539076,59648,61136,1816,pyramidal,pyramidal cell,340,e,[59627 61070  1836],238508,238508,2385080
648518346349537489,50096,65824,1735,pyramidal,pyramidal cell,241,e,[49877 65613  1778],199508,199508,1995080
648518346349535823,96096,57856,1764,pyramidal,pyramidal cell,86,e,[96015 57785  1754],384060,384060,3840600
648518346349537615,102112,73808,905,pyramidal,pyramidal cell,270,e,[102093  73925    903],408372,408372,4083720
648518346349539448,67008,60768,1439,pyramidal,pyramidal cell,267,e,[67060 60860  1444],268240,268240,2682400
648518346349537692,71232,65232,1852,pyramidal,pyramidal cell,203,e,[70878 65316  1858],283512,283512,2835120
648518346349537380,97040,72896,1327,pyramidal,pyramidal cell,240,e,[96974 73166  1349],387896,387896,3878960
648518346349531668,60816,65120,1513,pyramidal,pyramidal cell,154,e,[60693 65051  1528],242772,242772,2427720
648518346349539100,102224,61600,1557,pyramidal,pyramidal cell,38,e,[102067  61376   1554],408268,408268,4082680
648518346349539510,115488,70032,1843,pyramidal,pyramidal cell,218,e,[115559  70074   1849],462236,462236,4622360
648518346349539934,94912,66224,1336,pyramidal,pyramidal cell,158,e,[94660 66013  1350],378640,378640,3786400
648518346349537426,62480,41056,1763,pyramidal,pyramidal cell,446,e,[62697 41709  1768],250788,250788,2507880
648518346349538718,79168,40944,1717,pyramidal,pyramidal cell,88,e,[79379 40919  1662],317516,317516,3175160
648518346349524971,82512,44304,1701,pyramidal,pyramidal cell,65,e,[82400 44291  1680],329600,329600,3296000
648518346349538250,89600,40496,1577,pyramidal,pyramidal cell,51,e,[89603 40470  1569],358412,358412,3584120
648518346349525852,102560,77648,1868,pyramidal,pyramidal cell,307,e,[102649  77190   1975],410596,410596,4105960
648518346349539884,81920,49344,310,pyramidal,pyramidal cell,176,e,[81876 49348   304],327504,327504,3275040
648518346349537978,97488,44752,464,pyramidal,pyramidal cell,48,e,[97535 44773   469],390140,390140,3901400
648518346349537547,66160,57680,539,pyramidal,pyramidal cell,71,e,[66182 57698   507],264728,264728,2647280
648518346349539486,105696,48992,1278,pyramidal,pyramidal cell,19,e,[105625  48770   1275],422500,422500,4225000
648518346349534945,50816,49728,2006,pyramidal,pyramidal cell,229,e,[50997 49628  1990],203988,203988,2039880
648518346349530883,45728,53488,1644,pyramidal,pyramidal cell,290,e,[45998 53455  1689],183992,183992,1839920
648518346349539900,68592,66080,800,pyramidal,pyramidal cell,204,e,[68447 66030   795],273788,273788,2737880
648518346349538192,101264,48560,493,pyramidal,pyramidal cell,29,e,[101197  48653    500],404788,404788,4047880
648518346349528994,86768,55856,1230,inhibitory,basket,432,i,[86968 55962  1195],347872,347872,3478720
648518346349489861,104432,58272,821,inhibitory,bipolar,359,i,[104808  58521    851],419232,419232,4192320
648518346349522740,99984,54144,2124,inhibitory,unknown_type,362,i,[99769 54014  2156],399076,399076,3990760
648518346349538285,72384,51808,889,inhibitory,bipolar,327,i,[72206 51912   886],288824,288824,2888240
648518346349487752,73584,60096,990,inhibitory,bipolar,329,i,[73548 60068   986],294192,294192,2941920
648518346349493894,79008,47600,63,inhibitory,unknown_type,324,i,[78880 47895    36],315520,315520,3155200
648518346349538179,60976,66672,1941,inhibitory,martinotti,356,i,[61320 66606  1946],245280,245280,2452800
648518346349522735,70320,51456,1958,inhibitory,bipolar,323,i,[70294 51507  1908],281176,281176,2811760
648518346349489985,104752,74976,238,inhibitory,unknown_type,363,i,[104890  74847    249],419560,419560,4195600
648518346349531994,57680,38672,2131,inhibitory,unknown_type,207,e,[57646 38437  2146],230584,230584,2305840
648518346349517783,85920,70832,683,inhibitory,unknown_type,417,i,[85724 71069   642],342896,342896,3428960
648518346349487432,98336,73312,1047,inhibitory,bipolar,322,i,[98339 73374  1037],393356,393356,3933560
648518346349477331,91296,71168,1755,inhibitory,bipolar,352,i,[91223 70834  1748],364892,364892,3648920
648518346349539846,60080,58736,1296,inhibitory,basket,332,i,[60148 58689  1298],240592,240592,2405920
648518346349488919,105440,63712,635,inhibitory,unknown_type,353,i,[105525  63785    633],422100,422100,4221000
648518346349537389,108288,67648,681,inhibitory,bipolar,358,i,[108304  67620    673],433216,433216,4332160
648518346349515986,81104,46752,696,inhibitory,bipolar,347,i,[81031 46686   691],324124,324124,3241240
648518346349522749,106144,58976,529,inhibitory,bipolar,419,i,[106282  58728    552],425128,425128,4251280
648518346349538370,115536,42992,1870,inhibitory,unknown_type,416,i,[115565  43046   1867],462260,462260,4622600
648518346349525188,113296,51456,1917,inhibitory,unknown_type,337,i,[113492  51222   1903],453968,453968,4539680
648518346349491816,59056,44256,1935,inhibitory,bipolar,328,i,[58951 44432  1929],235804,235804,2358040
648518346349537404,96000,70224,1993,inhibitory,bipolar,360,i,[96133 70329  1966],384532,384532,3845320
648518346349525190,115232,48400,1839,inhibitory,bipolar,341,i,[115137  48249   1834],460548,460548,4605480
648518346349516051,62032,41200,2015,inhibitory,chandelier,345,i,[61716 41167  2006],246864,246864,2468640
648518346349522750,104320,45056,1863,inhibitory,unknown_type,357,i,[104564  44922   1823],418256,418256,4182560
648518346349538638,67376,48512,431,inhibitory,chandelier,326,i,[67234 48361   420],268936,268936,2689360
648518346349515985,70096,48288,307,inhibitory,unknown_type,346,i,[70079 48099   356],280316,280316,2803160
648518346349518096,113104,61728,2050,inhibitory,unknown_type,343,i,[113025  61770   2073],452100,452100,4521000
648518346349516055,64784,40784,183,inhibitory,unknown_type,344,i,[64659 40882   166],258636,258636,2586360
648518346349536849,90896,60784,206,inhibitory,unknown_type,325,i,[90863 60897   219],363452,363452,3634520
648518346349538789,93600,66000,530,inhibitory,neurogliaform,354,i,[93601 65423   533],374404,374404,3744040
648518346349539215,97248,56576,283,inhibitory,basket,348,i,[97327 56061   304],389308,389308,3893080
648518346349538791,55984,69200,2066,inhibitory,basket,330,i,[56161 69421  2087],224644,224644,2246440
648518346349508122,74112,57520,458,glia,OPC,387,g,[73568 57343   415],294272,294272,2942720
648518346349530654,49168,72688,1476,glia,microglia,390,g,[49087 72406  1480],196348,196348,1963480
648518346349525544,79328,67360,445,glia,astrocyte,403,g,[79431 67616   403],317724,317724,3177240
648518346349525545,81392,72608,235,glia,OPC,404,g,[79514 69544   403],318056,318056,3180560
648518346349525545,81392,72608,235,glia,OPC,441,g,[81614 72772   198],326456,326456,3264560
648518346349514298,93872,58752,1014,glia,OPC,415,g,[93919 58745  1020],375676,375676,3756760
648518346349510740,71408,57232,162,glia,microglia,436,g,[71299 57088   157],285196,285196,2851960
648518346349526102,19533824,15112960,2033,glia,OPC (pericyte type),366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,76944,58784,1987,vasculature,pericyte,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,92112,53008,862,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,74240,49216,711,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,61312,67488,645,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,52864,62816,1208,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,51312,62624,1425,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,52848,58608,595,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,59632,49072,750,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,63360,48304,2106,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,65136,46688,2154,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,70624,46128,1822,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,71280,44992,1520,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,73024,39376,1798,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,75296,47632,961,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,80144,40752,692,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,78992,49104,992,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,75742,47723,860,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,75608,48861,796,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,77952,58512,1556,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,80192,59936,1251,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,78432,60688,1145,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,75072,59312,1630,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,67360,60528,1748,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,66896,65424,1903,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,59040,55952,1896,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,77216,62992,618,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,85040,66688,375,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,96144,71120,69,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,75456,69184,713,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,75088,72256,709,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,76464,74288,608,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,78208,65984,1559,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,81407,68417,1561,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,81504,68928,1660,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,74912,73376,1711,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,81743,76965,1654,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,100512,75872,1055,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,97456,69120,955,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,93664,61392,880,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,92352,53312,702,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,93360,50224,810,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,89216,38976,873,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,93520,50688,1915,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,87040,47632,1821,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,89472,61152,2124,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,91744,53312,2034,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,100512,63168,1770,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,116320,74576,1912,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349526102,89216,38976,873,vasculature,endothelial,366,g,[76304 59035  2033],305216,305216,3052160
648518346349530724,61104,39920,873,glia,microglia,396,g,[61133 39988   855],244532,244532,2445320
648518346342801515,76592,41168,1646,glia,microglia,383,g,[76747 41297  1662],306988,306988,3069880
648518346349386860,101120,49760,60,glia,astrocyte,374,g,[101058  49862     53],404232,404232,4042320
648518346349524109,59712,53808,1513,glia,OPC,421,g,[59560 53765  1435],238240,238240,2382400
648518346342795947,110816,60768,234,glia,astrocyte,375,g,[110817  60682    237],443268,443268,4432680
648518346349524140,78880,42160,1507,glia,OPC,395,g,[79049 41956  1478],316196,316196,3161960
648518346349524139,82192,40208,138,glia,astrocyte,414,g,[82362 40049   126],329448,329448,3294480
648518346349508279,77920,61024,2094,glia,oligodendrocyte,425,g,[78057 61045  2103],312228,312228,3122280
648518346349528249,51200,62384,363,glia,astrocyte,392,g,[51194 62310   354],204776,204776,2047760
648518346349528250,56976,56032,785,glia,astrocyte,423,g,[56945 55996   815],227780,227780,2277800
648518346349529797,116208,61952,2151,glia,microglia,385,g,[116198  61856   2148],464792,464792,4647920
648518346349498574,87104,59520,93,glia,astrocyte,402,g,[87040 59386    98],348160,348160,3481600
648518346349525715,75152,54848,2064,glia,astrocyte,386,g,[75134 54933  2078],300536,300536,3005360
648518346349525715,75152,54848,2064,glia,astrocyte,371,g,[78085 61768  1260],312340,312340,3123400
648518346349529813,113888,59792,1963,glia,OPC,410,g,[114059  59673   1975],456236,456236,4562360
648518346349536487,53136,62176,320,glia,astrocyte,393,g,[53383 62029   354],213532,213532,2135320
648518346349524211,95744,71712,2042,glia,microglia,379,g,[95966 71814  2042],383864,383864,3838640
648518346349527316,69184,74448,1889,glia,astrocyte,411,g,[69091 74601  1902],276364,276364,2763640
648518346349527319,61616,40400,1342,glia,astrocyte,365,g,[61834 40655  1322],247336,247336,2473360
648518346341382424,58288,61088,161,glia,microglia,378,g,[58087 60834   159],232348,232348,2323480
648518346349517141,63568,44352,1066,glia,astrocyte,369,g,[63741 44570  1069],254964,254964,2549640
648518346349525862,63424,61984,680,glia,astrocyte,388,g,[63446 61953   647],253784,253784,2537840
648518346349508009,115056,52320,517,glia,unknown (at edge of volume),398,g,[114895  52341    499],459580,459580,4595800
648518346349517756,113120,65872,50,glia,microglia (perivascular),389,g,[113207  65789     54],452828,452828,4528280
648518346341394877,93824,41328,2144,glia,microglia,424,g,[94337 41289  2133],377348,377348,3773480
648518346349521344,50256,67696,990,glia,astrocyte,391,g,[50598 67772   997],202392,202392,2023920
648518346349530569,59680,69104,2113,glia,astrocyte,413,g,[59596 69165  2132],238384,238384,2383840
648518346349536717,72704,55888,576,glia,microglia (merged with nucleus of astrocyte 648518346349536799),418,g,[72779 55950   577],291116,291116,2911160
648518346349536717,72704,55888,576,glia,microglia (merged with nucleus of astrocyte 648518346349536799),420,g,[72565 54543   492],290260,290260,2902600
648518346349538793,100576,42592,739,glia,OPC,373,g,[100487  42666    727],401948,401948,4019480
648518346349525488,78624,74816,1746,glia,oligodendrocyte,412,g,[78612 74702  1749],314448,314448,3144480
